bar,equity,drawdown
0,1000.0,0.0
1,1000.0,0.0
2,1000.0,0.0
3,1000.0,0.0
4,1000.0,0.0
5,1000.0,0.0
6,1000.0,0.0
7,1000.0,0.0
8,1000.0,0.0
9,1000.0,0.0
10,1000.0,0.0
11,1000.0,0.0
12,1000.0,0.0
13,1000.0,0.0
14,1000.0,0.0
15,1000.0,0.0
16,1000.0,0.0
17,1000.0,0.0
18,1000.0,0.0
19,1000.0,0.0
20,1000.0,0.0
21,1000.0,0.0
22,1000.0,0.0
23,1000.0,0.0
24,1000.0,0.0
25,1000.0,0.0
26,1000.0,0.0
27,1000.0,0.0
28,1000.0,0.0
29,1000.0,0.0
30,1000.0,0.0
31,1000.0,0.0
32,1000.0,0.0
33,1000.0,0.0
34,1000.0,0.0
35,1000.0,0.0
36,1000.0,0.0
37,999.76,0.02400000000000091
38,1000.3280984547488,0.0
39,999.7024859002423,0.06254073593182796
40,999.392521758523,0.09352698356379344
41,998.0327241142536,0.22946214787337807
42,997.254793688545,0.3072296750387487
43,997.254793688545,0.3072296750387487
44,997.254793688545,0.3072296750387487
45,997.254793688545,0.3072296750387487
46,997.254793688545,0.3072296750387487
47,997.254793688545,0.3072296750387487
48,997.254793688545,0.3072296750387487
49,997.254793688545,0.3072296750387487
50,997.254793688545,0.3072296750387487
51,997.254793688545,0.3072296750387487
52,997.254793688545,0.3072296750387487
53,997.254793688545,0.3072296750387487
54,997.254793688545,0.3072296750387487
55,997.254793688545,0.3072296750387487
56,997.254793688545,0.3072296750387487
57,997.254793688545,0.3072296750387487
58,997.254793688545,0.3072296750387487
59,997.254793688545,0.3072296750387487
60,997.254793688545,0.3072296750387487
61,997.0154525380597,0.3311559399167445
62,993.3190793350411,0.7006720225628773
63,993.3190793350411,0.7006720225628773
64,993.3190793350411,0.7006720225628773
65,993.3190793350411,0.7006720225628773
66,993.3190793350411,0.7006720225628773
67,993.3190793350411,0.7006720225628773
68,993.3190793350411,0.7006720225628773
69,993.3190793350411,0.7006720225628773
70,993.3190793350411,0.7006720225628773
71,993.3190793350411,0.7006720225628773
72,993.3190793350411,0.7006720225628773
73,993.3190793350411,0.7006720225628773
74,993.3190793350411,0.7006720225628773
75,993.3190793350411,0.7006720225628773
76,993.3190793350411,0.7006720225628773
77,993.3190793350411,0.7006720225628773
78,993.3190793350411,0.7006720225628773
79,993.3190793350411,0.7006720225628773
80,993.3190793350411,0.7006720225628773
81,993.3190793350411,0.7006720225628773
82,993.3190793350411,0.7006720225628773
83,993.3190793350411,0.7006720225628773
84,993.3190793350411,0.7006720225628773
85,993.3190793350411,0.7006720225628773
86,993.3190793350411,0.7006720225628773
87,993.3190793350411,0.7006720225628773
88,993.3190793350411,0.7006720225628773
89,993.3190793350411,0.7006720225628773
90,993.3190793350411,0.7006720225628773
91,993.3190793350411,0.7006720225628773
92,993.3190793350411,0.7006720225628773
93,993.3190793350411,0.7006720225628773
94,993.3190793350411,0.7006720225628773
95,993.3190793350411,0.7006720225628773
96,993.3190793350411,0.7006720225628773
97,993.0806827560007,0.7245038612774668
98,992.3548470176576,0.7970636283643193
99,992.897684848184,0.7427976498953581
100,994.151808124689,0.6174264563397367
101,993.1987639748058,0.712699612352781
102,993.8568848909905,0.6469091064976235
103,994.3734202699347,0.5952725104905578
104,992.7454671324994,0.7580144288621556
105,992.6441747125764,0.7681403485558483
106,992.0123562479739,0.8313014719491103
107,992.9721159174098,0.7353569842436755
108,992.833888139946,0.7491752282455552
109,991.5646549444469,0.8760569181090805
110,992.3682787842779,0.7957208922519301
111,996.4955160110308,0.3831325391777342
112,995.7809115890385,0.4545695430063911
113,995.7809115890385,0.4545695430063911
114,995.7809115890385,0.4545695430063911
115,995.7809115890385,0.4545695430063911
116,995.7809115890385,0.4545695430063911
117,995.7809115890385,0.4545695430063911
118,995.7809115890385,0.4545695430063911
119,995.7809115890385,0.4545695430063911
120,995.7809115890385,0.4545695430063911
121,995.7809115890385,0.4545695430063911
122,995.7809115890385,0.4545695430063911
123,995.7809115890385,0.4545695430063911
124,995.7809115890385,0.4545695430063911
125,995.5419241702572,0.47846044631606605
126,994.7256377816407,0.560062311731769
127,995.3879926695821,0.4938485475713298
128,995.0205234024345,0.5305834216306768
129,994.8991759420483,0.5427141875837359
130,993.9025537442466,0.6423437190685769
131,992.2127560265669,0.8112680670190102
132,992.2127560265669,0.8112680670190102
133,992.2127560265669,0.8112680670190102
134,992.2127560265669,0.8112680670190102
135,992.2127560265669,0.8112680670190102
136,992.2127560265669,0.8112680670190102
137,992.2127560265669,0.8112680670190102
138,992.2127560265669,0.8112680670190102
139,992.2127560265669,0.8112680670190102
140,992.2127560265669,0.8112680670190102
141,992.2127560265669,0.8112680670190102
142,992.2127560265669,0.8112680670190102
143,992.2127560265669,0.8112680670190102
144,992.2127560265669,0.8112680670190102
145,992.2127560265669,0.8112680670190102
146,992.2127560265669,0.8112680670190102
147,992.2127560265669,0.8112680670190102
148,992.2127560265669,0.8112680670190102
149,992.2127560265669,0.8112680670190102
150,992.2127560265669,0.8112680670190102
151,992.2127560265669,0.8112680670190102
152,992.2127560265669,0.8112680670190102
153,992.2127560265669,0.8112680670190102
154,992.2127560265669,0.8112680670190102
155,991.9746249651206,0.8350733626829204
156,993.7021209613918,0.6623804233423483
157,993.0603681759341,0.7265346529845068
158,991.3083607885518,0.9016779274850099
159,990.0025721348079,1.0322139641874677
160,988.5466539507485,1.1777580298103831
161,988.5466539507485,1.1777580298103831
162,988.5466539507485,1.1777580298103831
163,988.5466539507485,1.1777580298103831
